3962,1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1466,No
2564,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,3,53.85,157,Yes
5535,1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1400,No
6511,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,925,Yes
6551,0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,6104,Yes
1002,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1550,No
4770,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,2609,No
5604,0,0,1,0,28,1,2,1,0,0,2,2,2,2,0,1,2,104.8,2646,Yes
4534,1,0,0,1,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3022,No
6871,1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,4823,No
5288,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,2836,No
5751,1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,4693,No
174,1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.7,4265,Yes
3615,1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2337,No
2556,0,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,5959,No
5820,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,46,No
7019,1,0,0,1,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,5704,No
2937,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,4416,Yes
2928,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1433,No
6207,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,3340,Yes
1141,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1651,No
723,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609,Yes
2541,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3041,No
4479,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2567,No
4873,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,959,No
4584,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4019,Yes
6119,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,2592,Yes
3733,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,5135,No
6199,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,184,Yes
2700,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,5354,No
3481,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,1360,No
4844,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1449,No
5194,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,1610,No
2384,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,3815,No
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,5644,No
4292,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,2742,Yes
4656,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3073,No
3828,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3074,Yes
5803,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,202,Yes
6263,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,4024,No
6671,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4118,No
6956,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,3572,No
3268,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4105,No
2862,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,6503,No
2599,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3348,No
4212,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,6481,No
5510,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,809,Yes
5427,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,3599,No
2047,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,3625,No
5686,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3285,No
6630,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,789,Yes
4658,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1275,No
5305,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,5113,Yes
3265,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,3782,No
1129,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1274,Yes
6198,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,5104,No
3578,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,5555,No
2783,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,6314,No
4218,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,5937,No
295,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,3985,No
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,4530,No
358,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2558,No
374,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,6459,No
4043,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,6234,Yes
3609,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,2086,No
6090,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3157,No
2382,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2143,No
2215,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,6399,No
5262,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,6290,No
1562,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,4137,No
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,181,No
1272,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,5563,No
5697,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,785,No
3994,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,1295,No
1836,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,5009,No
4550,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2339,No
3970,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,4071,No
108,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,1742,No
2731,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,397,No
4191,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,5966,Yes
5766,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,4676,No
6488,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,4199,Yes
6989,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,3682,No
202,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,6491,No
3100,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,6364,No
3376,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,1852,No
1258,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,108,No
1920,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,6382,No
2103,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,19,No
3345,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2229,No
1663,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,5723,No
5137,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84,4717,No
4305,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,5575,No
6945,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,5751,No
6099,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,6384,Yes
6908,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4018,No
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,252,Yes
2249,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21,203,No
3208,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2175,Yes
4530,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,No
2575,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1483,No
5064,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95,3122,No
3835,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,2630,No
2233,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110,5833,Yes
4386,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,1,No
4782,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,5672,No
6863,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,6385,No
6067,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3358,No
1968,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,658,No
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,4391,Yes
3173,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,2642,No
4055,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3380,No
3419,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2475,Yes
3735,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,2967,No
2142,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,2128,No
6732,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,240,No
3763,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124,Yes
5961,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,6160,No
6644,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,1769,No
745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,4581,No
2032,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,230,No
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,1931,Yes
4607,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,3039,No
5130,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,5043,No
3222,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,2632,No
3079,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,1755,Yes
4794,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1228,No
2760,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,No
1808,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3403,No
1989,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,394,No
4403,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,912,Yes
6058,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,2837,No
2158,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,3032,Yes
1632,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,6058,Yes
5539,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,348,No
5570,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75,1304,No
2656,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,510,No
4410,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,319,No
262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,5510,Yes
2197,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,5173,No
2863,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,4664,Yes
751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,4894,No
1806,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,4419,No
775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1278,No
4058,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,5168,No
4848,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,4983,No
1446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,3821,Yes
4571,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1528,No
2420,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,141,No
2662,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,4669,No
2724,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95,5236,Yes
1140,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,5988,No
6408,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,4370,No
2144,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,250,No
4643,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,290,No
6472,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1378,No
1893,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3583,No
4522,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,51,No
5349,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,2166,No
6353,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56,5845,No
589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1047,Yes
3124,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,639,No
3250,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3383,No
2015,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,1966,No
4498,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,659,No
2359,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,2373,Yes
4259,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,5071,No
2406,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2300,Yes
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,2790,No
5437,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3064,No
1269,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,2066,Yes
4780,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,339,No
475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,4239,Yes
4190,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,5230,No
1185,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,5917,No
1818,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,277,Yes
1398,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,4260,Yes
4211,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1001,No
2597,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,459,No
4476,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,2507,Yes
4663,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,3816,No
6592,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,5278,Yes
3926,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2104,No
1288,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,216,Yes
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044,Yes
3405,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,48,No
5802,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,6099,No
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,2090,No
5691,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2015,No
5047,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,2757,No
1695,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91,4440,Yes
2076,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,678,No
6816,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,6076,No
1454,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,359,No
1780,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1502,No
6483,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,4822,No
4373,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,5218,No
5162,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,6038,No
2549,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,1621,No
6561,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2333,No
6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,218,No
2347,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,5730,No
4994,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,72,No
6461,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2552,No
5456,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2336,No
4502,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,3571,No
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,5974,Yes
5558,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1536,Yes
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,5291,No
5567,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46,6174,Yes
2944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152,No
5094,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,237,No
3303,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20,4493,No
1717,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1580,No
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,2976,No
6541,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,2727,No
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3250,No
1377,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,4450,No
4605,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80,5063,No
6621,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,2329,Yes
3098,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1390,No
4585,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,1610,No
507,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,1326,Yes
4226,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,1807,No
4821,1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,525,No
4496,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2198,No
1521,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,4560,Yes
3377,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2365,No
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,3495,No
1816,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108,4756,No
2316,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4015,No
6313,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,6175,Yes
5038,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1016,No
1334,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,5529,No
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,269,Yes
423,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,2583,No
6977,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,561,No
54,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95,231,Yes
6505,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,2456,No
5190,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,5128,No
4685,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,5946,No
5364,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,2771,No
6395,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4999,No
3150,0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,5674,No
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,2376,No
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65,2187,No
7012,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146,Yes
207,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,4051,Yes
655,1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99,3653,No
2854,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,3921,No
3232,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,864,Yes
6700,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,3414,Yes
